web_scraper_order,web_scraper_start_url,site_link,type_chaussures,prix,adresse,image_lien
"1771115340-392","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-enfants-4632466","Pantoufles  enfants","2 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1771115342-393","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4656153","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115344-394","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4676405","Chaussures enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771115347-395","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4680911","Chaussures enfants","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771115349-396","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebes-air-force-4735737","Chaussures bébés Air Force","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771115352-397","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/timberland-enfants-4763656","Timberland enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4763656_uploaded_image1_1716765652.jpg"
"1771115354-398","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4775765","Chaussures pour enfants","2 500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1771115356-399","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4779993","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115359-400","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4779994","Chaussures enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115361-401","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4781989","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115363-402","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-4781990","Chaussures filles","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771115366-403","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-et-enfant-4783650","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115368-404","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4797078","Chaussures enfants","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771115371-405","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4870683","Chaussures enfant","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115373-406","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4921233","Baskets enfant","8 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771115376-407","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-react-4921241","Baskets Nike React","9 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771115378-408","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-4921251","Baskets Jordan 6","11 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771115380-409","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-4928088","Baskets  Jordan enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771115383-410","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4928091","Chaussures enfant","17 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115385-411","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-4930596","Baskets Jordan enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771115388-412","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-4930603","Baskets Nike enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771115423-413","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/jordans-enfants-4969624","jordans enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771115427-414","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-4979173","Baskets Nike Air Max","6 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771115430-415","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfants-5002639","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771115432-416","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-chaussures-et-chaussettes-pour-bebe-5037805","Ensemble chaussures et chaussettes pour bebe","1 800 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771115434-417","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-5047806","Claquettes","8 450 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771115437-418","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/basket-5080428","Basket","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771115439-419","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-5080430","Baskets enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771115441-420","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5125946","Chaussures enfants","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115444-421","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfants-5141832","Ballerines enfants","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771115446-422","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-5210436","Baskets Nike Jordan","20 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771115449-423","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181147","Chaussures enfant","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771115451-424","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181139","Chaussures enfant","7 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771115453-425","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181134","Chaussures enfant","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771115456-426","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5231304","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115458-427","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5231318","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115460-428","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5253810","Chaussures enfants","2 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115463-429","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-5269411","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115468-430","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5284783","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771115470-431","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5284799","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771115473-432","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5294302","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771115475-433","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5294713","Chaussures enfants","3 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771115478-434","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5323154","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115480-435","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5327025","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771115482-436","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5388880","Chaussures enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115485-437","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5416767","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115487-438","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5416770","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115489-439","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-pour-fille-de-3-ans-5491455","Bottes de pluie pour fille de 3 ans","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771115492-440","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5494505","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115494-441","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5503837","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115496-442","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5503839","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115499-443","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-et-bebes-5507047","Chaussures enfants et bébés","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115501-444","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-5512056","Chaussures pour enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115506-445","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5515694","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115508-446","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5515698","Chaussures enfants","18 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115511-447","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5540293","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115514-448","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5542655","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771115516-449","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5545268","Chaussures enfants","5 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771115519-450","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-enfants-5551836","Chaussures Jordan enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698980_uploaded_image1_1767320096.jpg"
"1771115521-451","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-enfants-5551856","Chaussures Jordan enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5551856_uploaded_image1_1759301538.jpg"
"1771115524-452","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-tn-pour-enfants-5553767","Baskets Nike TN pour enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5553767_uploaded_image1_1759362000.jpg"
"1771115526-453","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5555999","Chaussures enfant","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115529-454","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5556000","Chaussures enfants","18 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115531-455","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-5568313","Baskets Nike","14 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771115533-456","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-enfants-5578754","Baskets Adidas enfants","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771115536-457","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5584411","Chaussures enfants","5 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771115538-458","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5606532","Chaussures enfants","5 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771115540-459","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5662795","Chaussures enfants","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115543-460","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5662804","Chaussures enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115545-461","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5698971","Chaussures enfants","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771115547-462","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5698980","Chaussures enfants","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771115550-463","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5726987","Chaussures enfants","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771115552-464","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebes-et-enfants-5758569","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115555-465","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-et-enfants-5758572","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115557-466","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-et-enfants-5758573","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771115559-467","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-et-enfants-5758574","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
