web_scraper_order,web_scraper_start_url,site_link,type_chaussures,prix,adresse,image_lien
"1771114604-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures  fille","5 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg"
"1771114606-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1771114609-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures filles","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg"
"1771114611-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114613-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3088807_uploaded_image1_1619817848.jpg"
"1771114616-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114618-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771114621-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfants-3095584","Chaussures à talon enfants","10 000 CFA","Dakar, Sénégal",""
"1771114623-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures fille","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1771114625-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3100228","Chaussures enfant","50 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100228_uploaded_image1_1620285689.jpg"
"1771114628-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102122","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771114630-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102417","Chaussures enfant","6 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1771114632-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102419","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1771114635-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102429","Chaussures enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771114637-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102432","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1771114640-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102441","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1771114642-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3105886","Chaussures enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771114644-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crops-bebe-3106484","Chaussures crops bébé","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg"
"1771114647-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3124327","Chaussures enfant","8 500 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771114649-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3128593","Chaussures orthopédiques enfants","12 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1771114652-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3136795","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771114654-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138741","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1771114656-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138744","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1771114659-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3140539","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771114661-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3141001","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114663-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3141004","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114666-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3156703","Chaussures bébé","5 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771114668-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3163306","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114670-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-jordan-enfant-3171528","Baskets Air Jordan enfant","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg"
"1771114673-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3196322","Baskets enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771114675-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfant-3202429","Chaussures à talon enfant","Prix sur demande","Dakar, Sénégal",""
"1771114678-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3214892","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114680-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3214895","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114682-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217457","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1771114712-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217486","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1771114714-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3217622","Chaussures enfant","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1771114717-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3217628","Chaussures enfants","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3672156_uploaded_image1_1651092639.jpg"
"1771114723-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219248","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114726-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3222222","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1771114728-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3224546","Chaussures  enfant","15 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771114737-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3247099","Chaussures enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771114742-244","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3267690","Chaussures enfant","3 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771114744-245","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3288165","Chaussures enfant","13 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114747-246","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288168","Chaussures enfants","13 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114749-247","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288174","Chaussures enfants","13 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114752-248","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3305453","Chaussures enfants","2 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114754-249","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3312395","Chaussures enfant","13 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114764-250","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3316031","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771114789-251","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3319920","Mocassins enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1771114804-252","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3327812","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771114812-253","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3331774","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114815-254","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3336753","Chaussures enfant","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1771114818-255","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3349497","Chaussures enfant","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114820-256","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-en-daim-3354895","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg"
"1771114823-257","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3365662","Chaussures enfant","6 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1771114825-258","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370124","Chaussures enfants","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114827-259","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370357","Chaussures enfants","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114830-260","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3372289","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114832-261","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3372302","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114835-262","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3378261","Chaussures orthopédiques enfants","6 500 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg"
"1771114837-263","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-3391943","Chaussures pour enfants","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771114839-264","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3398164","Baskets enfant","14 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3398164_uploaded_image1_1634895995.jpg"
"1771114842-265","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400230","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114844-266","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400235","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114847-267","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401225","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg"
"1771114849-268","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401227","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg"
"1771114851-269","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3415124","Chaussures enfants","2 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771114854-270","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-petites-filles-3415129","Sandales petites filles","2 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3415129_uploaded_image1_1635810651.jpg"
"1771114856-271","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-enfants-3429274","Baskets Nike Jordan enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg"
"1771114859-272","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfant-3429468","Chaussures orthopédiques enfant","4 500 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg"
"1771114861-273","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3432590","Chaussures enfant","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771114863-274","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-bebe-3451771","Chaussettes bébé","9 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771114866-275","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462497","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114868-276","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462499","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114870-277","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3462501","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114897-278","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-3468451","Ballerines enfant","10 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771114902-279","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-3481315","Sandales pour enfants","1 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3481315_uploaded_image1_1639352929.jpg"
"1771114907-280","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-en-cuir-3495410","Chaussures  en cuir","12 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495410_uploaded_image1_1640264833.jpg"
"1771114909-281","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-nike-3495835","Baskets enfants Nike","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771114912-282","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfant-3496189","Baskets Nike enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3496189_uploaded_image2_1640319435.jpeg"
"1771114914-283","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3513868","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1771114917-284","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-friperie-nike-enfants-3526935","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1771114919-285","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3526938","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114921-286","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-3526941","Chaussures friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114924-287","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528219","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114926-288","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528221","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114928-289","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-3529128","Pantoufles","4 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3533457_uploaded_image1_1642754956.jpg"
"1771114931-290","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-enfant-3533457","Pantoufles enfant","4 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3533457_uploaded_image1_1642754956.jpg"
"1771114933-291","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3537500","Chaussures enfants","11 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771114971-292","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3566813","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517970_uploaded_image2_1703783616.jpeg"
"1771114974-293","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3579013","Chaussures enfants","5 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
"1771114976-294","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-force-one-3599487","Baskets Air Force One","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771114979-295","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-3617411","Ballerines enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1771114982-296","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641151","Chaussures enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
