web_scraper_order,web_scraper_start_url,map_link,type_habits,prix,adresse,image_lien
"1771112816-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfants-4168633","Robe enfants","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714692_uploaded_image1_1768087870.jpg"
"1771112818-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-3-pieces-4172007","Vêtements enfants 3 piéces","12 000 CFA","Colobane, Dakar, Sénégal",""
"1771112821-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4223425","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal",""
"1771112823-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4223428","Robes enfant","Prix sur demande","HLM, Dakar, Sénégal",""
"1771112826-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-4236342","Maillot enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1771112828-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258714","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112831-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258716","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112833-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-enfant-4258717","Pantalons enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112836-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4258722","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112838-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperie-enfant-4258723","Vêtements friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112840-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-enfants-4224162","Sous vêtements   enfants","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112843-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfants-4267451","Maillots enfants","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1771112845-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4273754","Robe enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112848-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/hijab-enfant-4280858","Hijab enfant","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1771112850-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-en-coton-4284180","Pantalon en coton","6 500 CFA","Dakar, Sénégal",""
"1771112852-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4265951","Vêtements enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112855-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4266992","Vêtements enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112857-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4267915","Ensemble pour enfants","10 000 CFA","Colobane, Dakar, Sénégal",""
"1771112860-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4267930","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112862-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4268605","Vêtements enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112864-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4268608","Vêtements enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112867-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/culotte-berksha-enfant-4304204","Culotte Berksha enfant","15 000 CFA","Ngor, Dakar, Sénégal",""
"1771112869-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/pyjama-bebe-4316063","Pyjama bébé","6 000 CFA","Dakar, Sénégal",""
"1771112871-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4288629","Djellaba enfants","8 500 CFA","Colobane, Dakar, Sénégal",""
"1771112874-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/couette-bebe-4338195","Couette bébé","Prix sur demande","HLM, Dakar, Sénégal",""
"1771112876-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4314416","Vêtements enfants","2 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112879-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-enfant-4344836","Maillot enfant","2 000 CFA","Thies, Sénégal",""
"1771112881-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4327566","Vêtement enfant","4 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112884-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4330576","Vêtement  enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112886-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4330580","Vêtement enfants","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112889-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4333845","Vêtement enfant","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112891-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/t-shirt-4340716","T-shirt","9 000 CFA","Ngor, Dakar, Sénégal",""
"1771112893-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetement-enfant-4340725","Ensemble vêtement enfant","15 300 CFA","Ngor, Dakar, Sénégal",""
"1771112896-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-friperies-enfant-4375124","Vêtements friperies  enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112898-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4375129","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112900-315","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4375138","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112903-316","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4342288","Robe enfant","9 300 CFA","Ngor, Dakar, Sénégal",""
"1771112905-317","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/short-enfant-4381693","Short enfant","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771112908-318","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-fille-4350530","Vêtements fille","4 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112910-319","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-2-pieces-pour-fille-4402284","Ensemble 2 pièces pour fille","14 000 CFA","Dakar, Sénégal",""
"1771112912-320","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4402991","Ensemble enfant","13 000 CFA","Dakar, Sénégal",""
"1771112915-321","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-enfant-4405119","Polo Lacoste enfant","1 500 CFA","Dakar, Sénégal",""
"1771112917-322","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-4405127","Pantalon pour enfants","2 500 CFA","Dakar, Sénégal",""
"1771112919-323","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/bambinerie-enfant-4416818","Bambinerie enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112922-324","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-priere-enfant-4421455","Robe de prière enfant","2 500 CFA","Dakar, Sénégal",""
"1771112924-325","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4430601","Robe enfant","15 000 CFA","Dakar, Sénégal",""
"1771112926-326","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-pour-enfants-4397937","Jeans  pour enfants","6 000 CFA","Colobane, Dakar, Sénégal",""
"1771112929-327","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4394813","Vêtement enfant","4 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112943-328","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4743643","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112946-329","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4750299","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112948-330","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/slip-enfant-4766856","Slip enfant","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771112950-331","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4770789","Vêtements enfant","8 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112953-332","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4730553","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771112955-333","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4783648","Robe enfant","Prix sur demande","Dakar, Sénégal",""
"1771112958-334","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775846","Ensemble bas","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112960-335","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-4775865","Ensemble bas","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112962-336","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robes-brode-4775869","Robes brodé","10 000 CFA","HLM, Dakar, Sénégal",""
"1771112965-337","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-coton-fille-2-5-ans-4775884","Robe coton fille 2 - 5 ans","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112967-338","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-en-coton-9-24-mois-4775887","Robe en coton 9 - 24 mois","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112969-339","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-4775889","Robe brodé","15 000 CFA","HLM, Dakar, Sénégal",""
"1771112972-340","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-fille-4775892","Ensemble coton fille","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112974-341","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bas-large-fille-10-14-ans-4775932","Ensemble bas large fille 10 - 14 ans","12 000 CFA","HLM, Dakar, Sénégal",""
"1771112976-342","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-0-9-mois-4775960","Grenouillère 0 - 9 mois","5 000 CFA","HLM, Dakar, Sénégal",""
"1771112979-343","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-5-pieces-4775968","Ensemble 5 pieces","6 000 CFA","HLM, Dakar, Sénégal",""
"1771112981-344","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-anniversaire-ou-ceremonie-4775993","Robe pour anniversaire ou cérémonie","15 000 CFA","HLM, Dakar, Sénégal",""
"1771112983-345","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-anniversaire-ou-ceremonie-4775997","Robe anniversaire ou cérémonie","15 000 CFA","HLM, Dakar, Sénégal",""
"1771112986-346","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4773123","Ensemble enfant","9 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771112988-347","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/couverture-bebe-4782346","Couverture bébé","4 000 CFA","Dakar, Sénégal",""
"1771112991-348","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-4787486","Robe brodé","10 000 CFA","HLM, Dakar, Sénégal",""
"1771112993-349","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-4788092","Ensemble 3  pièces","15 000 CFA","HLM, Dakar, Sénégal",""
"1771112995-350","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robes-princesse-4804282","Robes princesse","17 500 CFA","HLM, Dakar, Sénégal",""
"1771112998-351","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-4804290","Robe princesse","17 500 CFA","HLM, Dakar, Sénégal",""
"1771113000-352","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-4811384","Slips pour enfants","7 500 CFA","Colobane, Dakar, Sénégal",""
"1771113002-353","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/cuissards-4881948","Cuissards","210 CFA","Medina, Dakar, Sénégal",""
"1771113005-354","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/pyjama-enfant-en-coton-4882618","Pyjama enfant en coton","2 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771113007-355","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-garcon-4885315","Ensemble pour garçon","4 500 CFA","Medina, Dakar, Sénégal",""
"1771113010-356","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-de-garcon-4885328","Vêtements de garçon","2 500 CFA","Medina, Dakar, Sénégal",""
"1771113012-357","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4885783","Robe fille","22 800 CFA","Medina, Dakar, Sénégal",""
"1771113044-358","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/body-pour-bebe-de-0-24mois-4877371","Body pour bébé de 0-24mois","750 CFA","Point E, Dakar, Sénégal",""
"1771113046-359","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-bebe-de-0-24-mois-4877415","Grenouillère bébé de 0- 24 mois","1 500 CFA","Point E, Dakar, Sénégal",""
"1771113049-360","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/serviette-de-bain-pour-bebe-4861240","Serviette de bain pour bébé","4 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771113051-361","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/peignoirs-enfants-4866825","Peignoirs enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1771113053-362","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/veste-softshell-4931208","Veste Softshell","14 000 CFA","Almadies, Dakar, Sénégal",""
"1771113056-363","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/veste-jacadi-4931211","Veste Jacadi","12 000 CFA","Almadies, Dakar, Sénégal",""
"1771113058-364","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4931868","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113060-365","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfants-4945928","Pantalon enfants","6 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771113063-366","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/jeans-enfants-4991997","Jeans enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal",""
"1771113065-367","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-0ans-jusqua-15ans-4957241","Ensemble pour enfant 0ans jusqua 15ans","6 000 CFA","Colobane, Dakar, Sénégal",""
"1771113067-368","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robes-de-fete-5002636","Robes de fête","Prix sur demande","Dakar, Sénégal",""
"1771113070-369","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-4961210","Ensemble pour enfant","10 000 CFA","Colobane, Dakar, Sénégal",""
"1771113072-370","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfant-4961200","Vêtements   pour enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113075-371","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/costume-enfant-5010301","Costume enfant","28 000 CFA","Dakar, Sénégal",""
"1771113077-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-veste-garcon-5-pieces-5010327","Ensemble veste garçon 5 pièces","28 000 CFA","Dakar, Sénégal",""
"1771113079-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/lot-pyjamas-enfant-6-8-ans-5014321","Lot pyjamas enfant 6/8 ans","11 000 CFA","Almadies, Dakar, Sénégal",""
"1771113082-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfant-14ans-15ans-4976513","Pantalon pour enfant 14ans 15ans","4 000 CFA","Colobane, Dakar, Sénégal",""
"1771113084-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfants-senegal-5054255","Maillots enfants sénégal","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1771113086-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-cotton-5028888","Ensemble pour enfant cotton","6 000 CFA","Colobane, Dakar, Sénégal",""
"1771113089-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costumes-enfants-5081958","Ensemble costumes enfants","25 000 CFA","Dakar, Sénégal",""
"1771113091-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pul-enfants-5081973","Ensemble Pul Enfants","18 000 CFA","Dakar, Sénégal",""
"1771113093-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-3-ans-a-8-ans-5045455","Blouson pour enfants 3 ans à 8 ans","8 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113096-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-1ans-5-ans-5046156","Blouson pour enfants 1ans 5 ans","5 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113098-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-de-4ans-a-12ans-5046160","Blouson pour enfants de 4ans à 12ans","8 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113100-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-4ans-a-15ans-5046164","Blouson pour enfants 4ans à 15ans","8 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113103-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-coton-pour-enfants-de-1ans-8ans-5046169","Blouson coton pour enfants de 1ans 8ans","8 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113105-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-3ans-a-10ans-5046278","Blouson  pour enfants 3ans à 10ans","8 000 CFA","Ouest Foire, Dakar, Sénégal",""
"1771113108-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-100-coton-3-ans-9ans-5046861","Blouson pour enfants 100% coton 3 ans 9ans","8 000 CFA","Colobane, Dakar, Sénégal",""
"1771113110-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-5058990","Blouson pour enfant","8 000 CFA","Colobane, Dakar, Sénégal",""
"1771113112-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106661","Vêtements bébé","1 000 CFA","Colobane, Dakar, Sénégal",""
"1771113115-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106669","Vêtements bébé","1 000 CFA","Colobane, Dakar, Sénégal",""
"1771113117-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106673","Vêtements bébé","1 000 CFA","Colobane, Dakar, Sénégal",""
"1771113119-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-5106688","Vêtements bébé","1 000 CFA","Colobane, Dakar, Sénégal",""
"1771113122-391","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-5071417","Ensemble pour enfant","8 000 CFA","Colobane, Dakar, Sénégal",""
"1771113124-392","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/genouillere-anti-derapante-en-coton-5120586","Genouillère anti-dérapante en coton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1771113126-393","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5129146","Vêtements enfants","4 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
