web_scraper_order,web_scraper_start_url,map_link,type_habits,prix,adresse,image_lien
"1771113129-394","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5130020","Vêtements enfants","4 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113131-395","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-5141487","Vêtement enfant","1 000 CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113134-396","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfant-de-1ans-jusqua-15ans-5116396","Ensemble pour enfant de 1ans jusqua 15ans","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113136-397","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-mardi-gras-5171755","Ensemble mardi gras","8 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771113139-398","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djialabe-enfant-5196620","Djialabé enfant","8 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771113141-399","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/dialabe-enfant-5181204","Dialabé enfant","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181204_uploaded_image1_1739296973.jpg"
"1771113143-400","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/djialap-pour-enfant-de-4ans-jusqua-18ans-5181431","Djialap pour enfant de 4ans jusqua 18ans","6 500 CFA","Colobane, Dakar, Sénégal",""
"1771113146-401","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5225584","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771113148-402","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5225585","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771113151-403","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5225588","Robe enfant","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1771113153-404","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-5193655","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113155-405","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-de-priere-enfant-5241328","Robe de prière  enfant","5 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771113158-406","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/maillots-enfants-5246062","Maillots enfants","10 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1771113160-407","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/jalaba-pour-enfants-5246901","Jalaba  pour enfants","7 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771113162-408","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/jalaba-pour-enfants-5246903","Jalaba  pour enfants","15 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771113165-409","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/robe-iris-enfant-5204766","Robe Iris enfant","15 000 CFA","Ngor, Dakar, Sénégal",""
"1771113167-410","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-pour-enfant-5214595","Dialab pour enfant","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181204_uploaded_image1_1739296973.jpg"
"1771113172-411","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-dialab-pour-enfant-de-3ans-jusqua-16ans-5214582","Ensemble dialab pour enfant de 3ans jusqua 16ans","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113174-412","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-dialab-enfants-3pieces-5214607","Ensemble dialab enfants 3pièces","15 000 CFA","Colobane, Dakar, Sénégal",""
"1771113177-413","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-enfant-3pieces-5227233","Dialab enfant 3pièces","12 000 CFA","Colobane, Dakar, Sénégal",""
"1771113179-414","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-pour-enfant-de-1ans-jusqua-16ans-5227274","Dialab pour enfant de 1ans jusqua 16ans","10 000 CFA","Colobane, Dakar, Sénégal",""
"1771113181-415","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-3-pieces-3ans-jusqua-16ans-5228280","Dialab 3 pièces  3ans jusqua 16ans","12 000 CFA","Colobane, Dakar, Sénégal",""
"1771113184-416","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialab-5228687","Dialab","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181204_uploaded_image1_1739296973.jpg"
"1771113187-417","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/dialaba-2-pieces-5233364","Dialaba  2 pièces","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113189-418","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-5283005","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714692_uploaded_image1_1768087870.jpg"
"1771113191-419","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-5283049","Robes enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714692_uploaded_image1_1768087870.jpg"
"1771113194-420","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-afne-5243665","Robe Afne","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5243665_uploaded_image1_1742560242.jpg"
"1771113196-421","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetement-enfant-5256504","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113199-422","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djalaba-5257015","Djalaba","7 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5700235_uploaded_image1_1767387346.jpg"
"1771113201-423","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/abaya-pour-anfna-5263587","Abaya pour Anfna","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5263587_uploaded_image1_1743688774.jpg"
"1771113203-424","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/chemise-enfants-5263591","Chemise enfants","15 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5263591_uploaded_image1_1743688903.jpg"
"1771113206-425","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-5308995","Ensemble pour enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal",""
"1771113208-426","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-5309001","Ensemble enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal",""
"1771113210-427","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-5309005","Ensemble pour enfants","6 000 CFA","Diamalaye 1, Dakar, Sénégal",""
"1771113213-428","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-5312820","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113215-429","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/brassiere-kids-5321500","Brassière kids","3 000 CFA","Dakar, Sénégal",""
"1771113244-430","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/gamme-et-vetement-pour-bebe-5281278","Gamme et vetement pour bébé","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113246-431","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-et-accessoires-pour-bebe-5281282","Vetements et accéssoires pour bébé","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113251-432","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-5290112","Emsemble coton","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113258-433","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/habillement-enfant-5385294","Habillement enfant","4 000 CFA","HLM, Dakar, Sénégal",""
"1771113262-434","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-5385364","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal",""
"1771113267-435","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/survetement-coton-pour-enfants-5342624","Survêtement coton pour enfants","1 500 CFA","Colobane, Dakar, Sénégal",""
"1771113269-436","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-coton-5342628","Ensemble pour enfants coton","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113271-437","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-6mois-a-4ans-5342633","Ensemble pour enfants 6mois à 4ans","4 000 CFA","Colobane, Dakar, Sénégal",""
"1771113276-438","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-2ans-a-12ans-5342643","Ensemble pour enfants de 2ans a 12ans","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113278-439","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-2ans-a-6ans-coton-5342650","Ensemble pour enfants de 2ans a 6ans coton","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113280-440","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-de-1ans-a-3ans-5342641","Ensemble pour enfants de 1ans à 3ans","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113283-441","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-pour-enfants-3-pieces-5344462","Emsemble pour enfants 3 pièces","8 000 CFA","Colobane, Dakar, Sénégal",""
"1771113285-442","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-pour-enfants-5344468","Polo Lacoste pour enfants","4 000 CFA","Colobane, Dakar, Sénégal",""
"1771113288-443","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-5344473","Robe","10 000 CFA","Colobane, Dakar, Sénégal",""
"1771113290-444","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-5344465","Robe pour enfants","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714692_uploaded_image1_1768087870.jpg"
"1771113292-445","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-short-enfant-5364545","Ensemble short enfant","8 000 CFA","Dakar, Sénégal",""
"1771113326-446","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5364583","Robe enfant","7 000 CFA","Dakar, Sénégal",""
"1771113329-447","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-jeune-fille-5365674","Ensemble pour jeune fille","10 000 CFA","Dakar, Sénégal",""
"1771113331-448","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5411543","Vêtements enfants","3 500 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113333-449","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djalabe-pour-enfants-5374426","Djalabé pour enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5737163_uploaded_image1_1769170576.jpg"
"1771113336-450","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-dete-pour-fille-5428559","Vêtements d'été pour fille","3 500 CFA","Mbao, Dakar, Sénégal",""
"1771113338-451","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-nuafna-melange-geginer-5427239","Robe nuafna mélange géginer","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5427239_uploaded_image1_1752708596.jpg"
"1771113375-452","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520979","Vêtements pour enfants","3 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113377-453","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520983","Vêtements pour enfants","4 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113380-454","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-enfants-5520989","Vêtements pour enfants","3 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113382-455","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-lacost-pour-garcon-5524048","Ensembles lacost pour garçon","3 000 CFA","Mbao, Dakar, Sénégal",""
"1771113384-456","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-5528003","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113387-457","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-enfant-5528006","Pantalon  enfant","100 000 000 CFA","Colobane, Dakar, Sénégal",""
"1771113389-458","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costume-pour-enfants-5528024","Ensemble costume pour enfants","35 000 CFA","Dakar, Sénégal",""
"1771113392-459","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-debadeur-enfants-5524248","Ensemble dêbadeur enfants","2 500 CFA","Colobane, Dakar, Sénégal",""
"1771113394-460","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/short-enfants-5532259","Short enfants","6 000 CFA","Colobane, Dakar, Sénégal",""
"1771113396-461","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-5532277","Pantalon pour enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113399-462","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5532267","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113401-463","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-5532289","Lacoste coton pour enfants","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113404-464","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-jeans-5532285","Pantalon jeans","Prix sur demande","Colobane, Dakar, Sénégal",""
"1771113407-465","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-de-3ans-a-16ans-5549305","Lacoste coton pour enfants de 3ans à 16ans","3 500 CFA","Colobane, Dakar, Sénégal",""
"1771113411-466","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-coton-pour-enfants-de-3ans-7ans-5549301","Ensemble coton pour enfants de 3ans 7ans","4 000 CFA","Colobane, Dakar, Sénégal",""
"1771113416-467","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/sous-vetements-5550798","Sous vêtements","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113419-468","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-5657313","Robe","7 000 CFA","Pikine, Sénégal",""
"1771113424-469","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-lin-5657317","Robe lin","6 000 CFA","Pikine, Sénégal",""
"1771113426-470","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brodee-5657323","Robe brodée","6 000 CFA","Pikine, Sénégal",""
"1771113429-471","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfants-5662807","Blousons enfants","15 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1771113433-472","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/3-bavoirs-bandana-5664243","3 bavoirs bandana","10 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771113435-473","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pulls-et-sweat-shirt-enfants-4-ans-5677797","Pulls et sweat-shirt enfants 4 ans","1 500 CFA","Yoff, Dakar, Sénégal",""
"1771113439-474","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-pour-enfants-5636847","Emsemble coton pour enfants","7 000 CFA","Colobane, Dakar, Sénégal",""
"1771113444-475","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-original-5636849","Pantalon pour enfants original","8 000 CFA","Colobane, Dakar, Sénégal",""
"1771113448-476","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-5693218","Friperie enfants","3 000 CFA","Colobane, Dakar, Sénégal",""
"1771113451-477","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-blouson-bebe-et-enfant-5695010","Ensemble blouson bébé et enfant","Prix sur demande","Dakar, Sénégal",""
"1771113454-478","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5725300","Vêtements enfants","6 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg"
"1771113456-479","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-original-5688318","Blouson pour enfants original","8 500 CFA","Colobane, Dakar, Sénégal",""
"1771113459-480","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djallaba-enfant-5700235","Djallaba enfant","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5700235_uploaded_image1_1767387346.jpg"
"1771113461-481","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/maillot-senegal-enfant-5708663","Maillot Sénégal enfant","6 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5708663_uploaded_image1_1767803374.jpg"
"1771113465-482","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-5714692","Robe enfant","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714692_uploaded_image1_1768087870.jpg"
"1771113467-483","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/diabate-enfant-5764016","Diabaté enfant","7 500 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1771113469-484","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/cemig-alagi-pour-nuafna-5772434","Cemig alagi pour nuafna","7 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5772434_uploaded_image1_1770944074.jpg"
"1771113472-485","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/djalabe-enfants-5737163","Djalabe enfants","7 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5737163_uploaded_image1_1769170576.jpg"
